Area,Date,Country,New Cases,New Deaths,Public Outdoor Gathering Person Limit,Public Indoor Gathering Person Limit,Private Outdoor Gathering Person Limit,Private Indoor Gathering Person Limit,Public Outdoor Household Limit,Public Indoor Household Limit,Private Outdoor Household Limit,Private Indoor Household Limit,Mandatory Mask Wearing,Some Face-to-Face Businesses Closed,Gastronomy Closed,Leisure Venues Closed,Retail Closed,All Face-to-Face Businesses Closed,Curfew,Primary Schools Closed,Secondary Schools Closed,Universities Away
Lincolnshire,17/12/2020,England,263,15,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,0,1,1
Lincolnshire,18/12/2020,England,287,19,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,19/12/2020,England,182,6,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,20/12/2020,England,328,13,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,21/12/2020,England,383,19,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,22/12/2020,England,351,14,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,23/12/2020,England,344,10,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,24/12/2020,England,201,9,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,25/12/2020,England,118,9,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,26/12/2020,England,242,10,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,27/12/2020,England,321,17,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,28/12/2020,England,273,6,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,29/12/2020,England,515,7,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,30/12/2020,England,410,9,6,1,1,1,6,1,1,1,2,1,1,1,0,0,0,1,1,1
Lincolnshire,31/12/2020,England,275,9,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,01/01/2021,England,175,6,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,02/01/2021,England,375,6,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,03/01/2021,England,294,7,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,04/01/2021,England,414,8,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,1,1
Lincolnshire,05/01/2021,England,348,11,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,06/01/2021,England,311,10,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,07/01/2021,England,279,11,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,08/01/2021,England,275,7,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,09/01/2021,England,193,11,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,10/01/2021,England,207,9,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,11/01/2021,England,345,13,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,12/01/2021,England,306,8,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,13/01/2021,England,252,10,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,14/01/2021,England,251,14,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,15/01/2021,England,302,14,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,16/01/2021,England,204,13,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,17/01/2021,England,190,9,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,18/01/2021,England,301,13,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,19/01/2021,England,289,12,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,20/01/2021,England,225,10,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,21/01/2021,England,156,10,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Lincolnshire,22/01/2021,England,47,4,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1
Greater Manchester South West,01/08/2020,England,14,1,30,30,30,30,30,30,30,30,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,02/08/2020,England,15,0,30,30,30,30,30,30,30,30,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,03/08/2020,England,24,0,30,30,30,30,30,30,30,30,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,04/08/2020,England,17,0,30,30,30,30,30,30,30,30,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,05/08/2020,England,19,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,06/08/2020,England,30,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,07/08/2020,England,10,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,08/08/2020,England,14,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,09/08/2020,England,8,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,10/08/2020,England,43,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,11/08/2020,England,20,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,12/08/2020,England,26,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,13/08/2020,England,25,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,14/08/2020,England,24,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,15/08/2020,England,13,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,16/08/2020,England,6,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,17/08/2020,England,25,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,18/08/2020,England,14,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,19/08/2020,England,24,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,20/08/2020,England,18,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,21/08/2020,England,18,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,22/08/2020,England,12,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,23/08/2020,England,8,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,24/08/2020,England,26,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,25/08/2020,England,30,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,26/08/2020,England,29,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,27/08/2020,England,30,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,28/08/2020,England,53,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,29/08/2020,England,13,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,30/08/2020,England,20,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,31/08/2020,England,19,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,1,1,1
Greater Manchester South West,01/09/2020,England,39,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,02/09/2020,England,48,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,03/09/2020,England,46,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,04/09/2020,England,51,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,05/09/2020,England,29,0,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,06/09/2020,England,38,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,07/09/2020,England,53,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,08/09/2020,England,55,1,30,30,30,1,30,30,30,1,2,1,0,1,0,0,0,0,0,1
Greater Manchester South West,09/09/2020,England,64,2,30,30,30,1,30,30,30,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,10/09/2020,England,51,2,30,30,30,1,30,30,30,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,11/09/2020,England,48,1,30,30,30,1,30,30,30,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,12/09/2020,England,50,2,30,30,30,1,30,30,30,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,13/09/2020,England,41,0,30,30,30,1,30,30,30,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,14/09/2020,England,59,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,15/09/2020,England,65,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,16/09/2020,England,100,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,17/09/2020,England,68,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,18/09/2020,England,87,0,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,19/09/2020,England,84,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,20/09/2020,England,100,0,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,21/09/2020,England,93,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,22/09/2020,England,107,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,23/09/2020,England,128,2,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,24/09/2020,England,158,0,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,25/09/2020,England,144,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,26/09/2020,England,124,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,27/09/2020,England,143,2,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,1
Greater Manchester South West,28/09/2020,England,171,0,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,0
Greater Manchester South West,29/09/2020,England,185,1,6,6,6,1,6,6,6,1,2,1,0,0,0,0,0,0,0,0
